branch,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60
3,9.511819768,0.703480525,7.497509428,6.779760543,-34.58905171,-12.54739988,-38.76223176,-33.52962417,-19.63201838,-18.46666547,-56.20166813,-53.54272214,-3.637751933,-7.432973577,-26.59439037,-11.91775226,-11.03644696,6.044848961,-3.467971839,-0.465408794,2.546518232,-3.78734748,-3.447894352,8.8165804,-4.666341347,11.24363667,22.40277726,9.011020043,4.129727731,-8.192825047,5.181034455,-12.16352002,9.153049396,-13.15308098,-5.432143214,-18.74326835,1.132208484,3.700983998,-1.938527537,3.221210295,5.868348898,0.290239202,-6.719287257,8.245170123,-1.793974824,-2.938258353,-0.371430346,8.58677635,-6.762148669,-2.753737756,6.25035499,4.060830712,5.965220076,-0.801192222,14.0091353,3.637137114,13.16126693,18.69199573,1.58783074,-8.81999548
3,4.898149417,8.834178421,8.058829705,16.53072935,-20.78116493,-27.40228803,-37.19487293,-39.27047567,-28.04270797,-16.90202971,-56.81599866,-52.55153567,4.490752342,-13.76211755,-16.16693267,-20.91923112,0.875172811,-0.07165843,3.392367429,1.10923667,5.176351794,3.518879684,-5.78783308,-1.55336687,-5.455600146,-3.640119113,9.752410647,15.89597144,5.155562934,-2.811505821,-6.679505998,-15.04061414,-6.932595168,-8.417067731,-3.252123524,-15.51389336,0.180596196,16.03839533,15.84767189,14.23029449,3.093780704,8.85145699,-6.112912266,6.371059209,0.239634048,0.15126651,9.645023315,-5.132322788,-0.174344856,3.858568104,3.003899543,7.596905689,-3.993117989,12.62820293,2.038582907,3.34097846,12.78910516,6.45314895,-3.091660874,-12.50340171
3,10.20504621,0.697917569,5.02390978,0.095512327,-7.088819705,-16.31141909,-36.74431383,-40.54817405,-7.77233264,-29.07747934,-56.31633101,-52.01902411,-3.809436027,-13.01703162,-13.02240101,-22.14840761,3.609709635,-6.132779231,8.072857371,1.863860405,5.273295899,1.26168655,-2.091982077,-11.67603422,1.044569983,9.401505807,15.52568941,10.86596819,-1.132883564,-11.54246076,-8.900916342,-10.04498076,-11.14617423,-6.546700668,-3.784265174,-11.87487996,-1.143115198,6.83673688,16.00218087,21.73452589,3.358601007,-4.339195243,-6.535147498,-5.400325779,6.52397836,2.172668659,-1.087612857,-8.400787851,-4.472361009,2.92706613,1.603109368,9.53376149,0.680819253,3.193255613,-9.09331971,2.568283863,1.901782826,12.73195217,2.643359233,-16.30870579
3,5.699516016,2.149172102,5.044280914,5.937774671,-9.975484251,-18.67101238,-33.33383863,-42.49729272,-12.08070874,-31.52980552,-59.82379815,-45.9222088,-22.2151478,-19.62023291,-7.263822672,-22.8813106,8.904584815,-5.432192802,11.06462083,-1.555037046,2.645713752,-1.292087922,8.184254998,6.765926542,18.00538625,6.202249303,23.21784053,22.38852293,-2.730015806,-8.138746453,-4.428986236,-19.15658038,0.944298347,-4.30052421,-5.832562621,-8.966298895,3.839238535,11.64122622,-0.240353061,20.62113678,1.127704001,1.593513472,0.163302598,5.077937175,1.114818671,10.9134255,3.31804457,3.456466838,3.917403571,1.184560451,1.044468321,-0.523280169,-0.635874411,0.852274676,-2.222067224,-8.595358414,-1.26616903,-1.813878155,-1.46874123,1.173047187
3,1.183601644,-5.463243628,17.14472162,7.656481634,-18.4911533,-18.41478691,-35.61692057,-40.31940344,-28.893942,-22.60289428,-57.18028067,-49.70068496,-15.72597987,-10.99363549,-29.07721403,-14.79062725,-1.134619388,7.966064632,-3.624405711,1.225605971,-3.388342319,-8.279327261,-4.551981623,-3.890312239,-5.241067743,6.258510139,6.73772775,11.23653512,-4.814391247,-14.01483118,-5.302208752,-13.06440746,-1.021723681,0.360607817,-17.20805744,-13.29941053,11.13781577,1.055824204,17.29651483,12.15159552,6.709677509,-0.342058202,-0.321532147,-10.35931239,0.996872802,3.864308018,-6.883439238,2.504560064,-0.737382472,-5.414667332,-5.58511768,-1.041728741,4.742478223,11.62963389,4.063581487,12.78671314,9.424698137,-19.49570583,-5.137120798,2.216645898
3,-4.799491849,11.49412041,6.044510451,3.920326167,-13.83001755,-34.20789359,-43.67255084,-48.20226689,-17.75987503,-32.68280441,-57.54000525,-46.18455116,2.036790902,-8.536782149,-23.04659247,-12.81863835,18.0228519,3.84638951,0.371708588,-3.126638349,5.196412802,1.626230155,-0.470528057,-4.592711009,8.564278254,-3.420419987,7.686213903,15.46416393,-4.407484133,-9.73443989,-16.86653525,-9.246403,-12.31616501,-5.631370011,1.310176767,-24.14286572,17.9667454,16.32109993,7.279407004,16.93051184,-1.203990486,-2.659877156,0.816352541,-2.094138288,2.292346781,5.720043504,0.486310182,-2.386502845,0.749983545,1.20219034,-0.819676417,3.650104952,-1.56621917,-6.097606858,12.38280117,0.956300894,-5.719454817,4.187004988,5.97609951,0.944020889
3,7.261262832,6.272708911,-1.644654241,3.689187716,-18.23530367,-16.8174926,-46.63404875,-43.09612826,-16.89823444,-36.42293892,-56.75286138,-53.52134658,-11.81557225,-6.392787068,-16.36375551,-13.46800146,2.786807903,-5.952019178,-3.29276927,7.809367326,4.96484108,10.74179525,-8.985674067,-6.738966639,-2.016644738,-9.559305067,11.83426801,-0.820384401,-2.126733296,-9.286284307,-14.06191646,-0.232015611,7.886188732,0.555247857,-15.87629723,-15.87441307,0.734764363,0.891737718,18.86492234,8.425564258,0.898328553,-3.420037568,-3.428562831,4.119794523,0.182948184,0.108895514,12.95978348,-3.760186836,-7.975910753,-4.233147492,-1.677933907,3.126429857,-8.042333743,-9.043647586,4.287256376,2.97699416,6.845996857,4.012106491,-0.861581126,-3.749076975
3,9.027984682,10.61715998,7.54426712,13.93238611,-8.239834646,-30.76497497,-43.0819664,-46.06250081,-25.98779633,-22.92893866,-42.14478016,-56.84765629,-16.7981819,-4.324501961,-12.97710318,-20.03879647,1.599845898,7.137585721,-2.372248888,3.641276102,1.454306879,-7.002117419,-0.585273387,-5.441241936,2.582878406,8.10564718,8.307593238,13.70535689,-5.910820688,-11.64073729,1.038732123,-13.64206573,-1.660622845,-5.568844529,-18.16411056,-4.471443194,13.58677611,-5.383235231,18.40911187,14.4086124,-7.162331231,3.298831777,17.70743145,-2.203219141,-10.387653,4.553880348,-2.268252645,12.20267247,-4.324002598,-10.20394232,-3.540743476,-13.32313105,5.540777429,2.346533187,-16.07942576,2.168019186,-8.90447157,-0.030107697,-5.990509858,3.823564212
3,-0.488344849,14.3138093,18.93062119,3.136047733,-3.359922104,-9.412603996,-40.47529921,-51.08659708,-19.17727904,-25.07255708,-36.89512424,-51.94479587,-22.9603709,-16.0927087,-15.64477404,-22.90839773,1.399130875,1.557092309,-2.30177091,-5.453173656,5.137778035,-8.735188887,1.027250171,-2.94023258,3.340682264,7.928495193,7.2518808,-1.370556353,-0.120491003,-6.458005605,0.226740668,-17.73159519,11.20064854,-4.233471475,-20.36528073,-8.167431685,-7.904024904,6.458665805,11.91343587,6.107290431,-9.449733563,7.890292565,2.00144788,-1.288356962,8.199785757,1.106680713,11.76527476,6.163446304,5.031112697,4.610604875,5.79340452,9.193861788,-9.142144855,7.785659919,8.507223721,-4.348178053,-10.53936496,-5.104865342,4.257796448,12.70127523
3,3.004099891,-2.631165709,12.11897875,10.15282828,-22.61141437,-27.16237786,-38.1958479,-55.82973405,-20.54756337,-27.5566466,-55.86149701,-52.14326877,-16.48861153,-17.99380562,-21.42301536,-12.26697801,0.871474525,-12.77890029,-1.289611303,4.578869011,6.08744471,0.563388259,6.381218549,16.36845938,-5.517184644,6.87873623,8.20638473,16.52551188,-0.74469574,4.009338606,-3.598559637,-13.55493157,-7.129353493,-9.568984197,2.171953812,-13.89454338,10.24150423,6.606566222,5.824789686,6.332184797,-0.638097237,0.84305615,2.758389376,-2.636349549,4.101918617,4.60436092,-4.325749082,-10.72741406,7.486575595,7.108754202,3.553886541,1.767904219,2.733813148,3.084801718,-4.162954936,6.257028057,-8.423590762,3.972778893,8.862977055,-10.15454846
3,4.731963463,11.9122679,8.689133151,5.696802593,-5.483547847,-22.86068533,-48.31646582,-37.5089613,-24.43626027,-36.91357693,-49.19531247,-59.21367999,-13.92138527,-5.511115709,6.337467955,-24.30607627,4.01611798,3.347907177,-7.448772883,-8.159749209,1.354378652,5.061084495,-7.041302506,-4.281656937,-3.908488677,19.39340998,8.751719539,11.86847424,1.75554028,-7.48739377,-15.77087373,-22.21820918,-1.692911396,0.720281399,-23.7680756,-9.590169841,-1.410091942,6.596991284,14.56060767,15.42409319,4.091095125,-4.051001422,4.119225632,-2.163228497,12.45747537,2.532354992,-13.78874898,0.314123243,-4.183623857,12.66188542,4.433677293,12.13511067,-7.495236156,-7.643137134,10.08197346,5.716512722,6.021873604,-2.541604299,-18.0597276,0.288192665
3,-4.130398666,4.512516224,20.49791742,9.763572935,-11.43561442,-15.05776724,-41.25515524,-52.69616591,-26.89938969,-32.23251123,-52.19062396,-54.91987591,-3.952924133,-17.86434389,-30.75439453,-23.48244436,-5.114783831,3.482479214,1.765241629,-8.654432495,-4.001103995,4.865807249,1.998617961,1.485583629,3.425344391,8.702489684,-6.739547112,6.383814323,-0.925467091,2.680328219,-13.90569033,-14.49735174,-7.322885578,7.791325864,0.208664274,-2.609815398,7.970450596,9.37953311,13.84478167,5.260654874,14.82991642,4.166902986,4.456475605,5.79141866,6.179283304,5.644375999,9.062467265,-8.16088963,-1.765480639,-5.368413192,2.999831216,-0.324056287,3.905387653,-12.18185029,0.55505309,-1.570964755,7.092275804,-3.576295373,1.200707366,2.407210339
3,-2.396633486,14.233228,4.59321165,22.84346715,-22.01848812,-29.82483047,-35.88821462,-28.39209938,-13.47983426,-27.35681995,-57.77171828,-63.19530342,-3.756366642,-5.662816494,-6.385646453,-26.79115746,1.934740401,8.044569654,-9.300172169,-7.642794243,2.854576608,4.065063656,-2.621254206,4.950275519,12.16298485,1.557533677,5.382226276,14.31567223,-4.274596527,-2.669640262,-16.5706384,-15.40855294,-11.74065448,-9.99849548,-2.393859431,-0.07611823,11.81652402,0.490541599,8.394496187,12.25667927,-5.793996644,2.104120259,-0.156540275,-0.108164582,-13.05530543,-3.785148046,-3.956814223,9.41772098,14.90171732,1.031258266,-1.911446942,-3.509971052,9.856947458,-6.388506113,14.25922049,-6.759650908,1.886987489,12.13689308,-0.696230934,13.77459754
3,1.57341377,10.99327693,10.36020173,7.440281538,-21.18544393,-17.28569081,-38.2493466,-40.35329714,-18.62459069,-25.35776136,-60.04132049,-61.93116438,3.351608662,-17.92099889,-19.64626072,-13.55559967,1.25067713,3.295913805,3.940663185,-1.383480086,1.186111722,1.553764485,6.776058485,2.494984796,2.809020411,2.517268362,3.754817832,-0.66622725,-7.815845982,-4.914414379,-3.296924617,-7.402536238,0.994774835,-3.903218473,-10.01846776,-1.850414224,7.300040735,-2.002477433,19.98649562,27.72923993,-2.131150163,-5.908235852,1.896090845,-4.243693065,6.086396977,-2.05101972,13.94792684,-4.374504116,5.455708798,-14.73930597,0.150715413,-7.97424409,-3.888993138,2.780711082,-11.39322497,0.559729679,0.643391619,6.260306249,-14.7210719,12.3573579
3,6.738907241,6.404878403,3.487052264,16.39333223,-14.88202479,-18.71796779,-42.58394068,-56.81031604,-19.18569009,-26.64668156,-67.02190923,-58.12934998,0.118995364,-15.1361205,-26.18468403,-13.05368216,15.74343936,-2.35256525,0.472467497,2.355147177,11.78425793,-2.786659437,-0.719526966,-3.698210481,10.21764677,6.756549934,0.085284314,22.71703955,-0.873195979,-6.856047974,-17.65167394,-4.387181915,-3.537537511,-5.491216691,-15.46944226,-13.44594645,9.820241631,-2.57927976,-2.096824849,12.24855815,-9.655179976,2.604216777,12.90003475,-2.220103174,4.941844521,-3.218303424,-1.000480214,-0.967496128,-13.17172823,0.883698422,5.147216353,8.440870902,-0.254958458,-0.19392436,5.298548925,7.008873355,-3.015473431,3.960233444,-5.500713371,5.799072676
3,7.610504026,-2.103587655,4.449002458,8.248787882,-19.19938623,-22.03525864,-32.34170012,-42.86780543,-20.37690855,-29.88798674,-48.46966119,-57.68026736,-14.29324305,-9.028678126,-20.98952301,-21.45482099,-15.37163595,-10.19218023,-0.893807713,6.208204375,2.446332007,7.039441213,6.572605072,-3.983819569,5.214775697,5.740441155,7.025718246,-3.184549573,-3.868264254,-2.737549112,-4.600236978,-12.7067013,-2.747122833,-3.24336217,2.41093105,-17.51150581,4.623199243,3.864538977,11.62481578,3.958349908,3.873395026,8.597103704,-7.144231345,-8.294280504,3.314092285,0.996841077,-3.58685914,3.519425411,2.334791049,18.69657118,-5.894496492,0.24940734,-0.383939816,-0.514024078,-2.05029642,-1.483363331,4.860221673,1.339063124,-1.100795956,0.179703105
3,5.193182185,5.852158284,6.39911211,10.09683672,-13.63427726,-25.07776004,-35.51619192,-39.75213784,-13.35867462,-34.9364296,-50.72914921,-75.35215871,-7.633985863,-14.19833715,-10.97653644,-22.82730573,3.755777694,1.984609701,10.91390472,-3.274652887,11.91078457,-8.065612547,0.19116225,4.515714901,6.845996505,-7.29620458,24.20245235,12.7561862,3.930869073,18.6383004,-2.817577357,0.758744207,-17.58308639,-6.98895312,-0.838847472,-0.15783694,0.867992342,14.33866923,5.310510996,12.93245275,1.241983282,-2.027497198,-0.86732394,6.459613173,-11.20782047,-11.59395518,8.848428031,9.583374068,-2.309752479,-1.827446051,5.842065658,-13.22431998,6.023160611,4.583015086,-6.219020534,0.714477485,2.561502458,-3.665798408,5.02274353,10.65387944
3,5.547125761,5.477040153,13.85561094,-3.777341232,-10.28196893,-20.09083592,-45.19111671,-46.57926241,-21.90324297,-28.69223798,-44.69303349,-49.08564341,-4.899617473,-19.58577965,-11.72502501,-16.2192597,0.046642977,3.315546546,-0.698375587,-6.115749095,-11.51135827,-0.875686231,3.931128685,7.215905415,-1.731437852,12.65681848,14.62243763,0.221235551,1.680146923,2.571425474,-7.319193608,-29.34986047,-17.26183273,-8.557287227,-10.90751515,-13.05015569,1.721433755,8.593401391,8.362808042,-2.166863511,-4.431244826,-5.723421462,-4.595705167,-0.494954453,-6.955996199,5.116196488,9.01580857,9.407704055,-7.108318734,-0.363650122,5.145162306,-9.554617066,7.06538851,0.511026961,-1.98614891,-7.137471866,1.611210021,2.252775518,2.882574259,-5.966565624
3,16.00609665,29.91629497,21.7838727,16.89119871,-14.26450552,-26.58982956,-36.02477145,-41.29446825,-27.34068773,-31.02156391,-55.16249873,-52.64598983,-4.484364381,-2.388003337,-32.64013093,-24.5985183,-8.773031897,4.176016159,5.456068904,2.127452627,-3.337702569,1.739621797,-3.164764407,4.97889563,-12.67723593,3.051105834,-9.320072154,15.00236492,-18.03912736,-0.891190286,-5.895224708,-21.57058921,-8.347232258,-11.68985805,-6.958788031,-13.33853155,1.081101585,0.834127669,13.85664404,-3.839638551,-2.070579988,-14.13244062,-1.070771873,-2.364053178,7.072202196,-7.185698027,-2.392279575,0.129541152,2.216834742,0.596600551,11.33050718,4.19642092,-1.284999028,-3.072741379,-8.85582058,5.632126622,-4.445751268,9.663851695,12.07523277,-5.7671994
3,8.813395006,10.72622136,14.25952101,11.34760535,-23.11422514,-21.17822,-46.0394914,-49.9095149,-16.8219676,-30.69479283,-56.30017583,-55.21187788,-16.19265321,-4.211898761,-12.49857681,-23.85635906,-2.397356678,-0.915320001,-1.632021602,3.787705746,-3.721913738,-2.731857181,7.681066807,12.07778704,1.888040707,0.984129868,5.603858505,6.507897363,-8.089069854,2.775779573,4.62647087,-7.154784279,-7.930984577,3.69224552,-14.39292619,-13.13333894,-12.04075614,5.697342085,17.74970859,-1.543066727,5.541077616,4.313174808,0.325717116,2.006493634,0.663851417,-1.990070279,14.03397593,-4.831740889,4.021880653,-3.157960414,-9.8220208,-5.965802259,2.626601467,0.320848413,-3.216574141,8.896973337,-1.67729775,-9.327432256,2.328934168,-3.994514715
3,13.65054364,17.86060479,4.33017163,6.59290655,-21.0149806,-27.25326669,-45.4672357,-41.01326574,-15.28235673,-34.81931318,-49.54704151,-58.7586609,-12.49090498,-0.742811156,-13.88412943,-22.51989357,-9.135800047,0.571208629,-4.31269599,-8.694699217,7.754094064,12.61515003,3.223038916,0.13954203,-2.590476348,-7.42553628,0.318755158,15.36382737,-8.814562349,-6.272929426,-9.585753684,-4.419996885,-8.707866673,0.56141087,-7.779527215,-17.66780038,-3.791292448,-0.575259372,4.121118284,11.85546139,-8.505114075,-6.707251481,-0.820148633,6.342481249,-4.612219314,3.273795686,-4.68288668,-6.482566229,0.154773198,-7.800222284,-6.763281579,8.177149796,10.93862417,6.435630633,-4.224001685,2.879739432,-2.871087192,0.784451062,-1.068219807,-8.200859396
3,-1.960652958,10.84705477,4.014438445,11.92392889,-20.25378825,-17.08377223,-27.32459377,-36.01796159,-25.98988561,-29.21350072,-50.82162462,-58.90697747,-12.4115616,-1.967006152,-12.99473193,-23.44464787,-0.121397577,-5.206172358,-9.12362222,-1.637833331,-2.462008387,4.835218024,1.831362879,-2.58971732,7.745694647,6.960315774,11.93481742,19.87699791,-3.641080551,6.054879471,-16.97533267,-4.494916328,-13.71590014,2.7756028,-7.418296427,-11.76625485,11.69206384,-1.019481165,12.02077731,17.9897358,-2.307882811,12.35035918,1.220515661,5.114516455,-3.550304462,16.72449577,7.676300767,-2.180153868,6.736323926,0.470632041,-9.396751823,-6.53786685,-1.451568511,-11.44790876,-4.535645789,-9.736503354,10.51886227,-10.57282358,0.412098447,-7.223048219
3,5.788028255,7.012068047,5.868919456,8.462571794,-22.5839776,-26.39224472,-46.87082974,-45.130506,-32.39941584,-30.11201107,-41.56018922,-65.03294138,-8.699573024,-12.74360387,-6.245352513,-27.07104248,7.331078632,3.993286321,6.760393272,1.16479386,-2.502573253,7.285310447,-4.518356145,1.649198846,6.791233528,10.76762226,3.931369582,12.83702625,0.692145787,-1.413491848,-17.67256433,0.048447496,5.044550179,-6.38708314,-12.72669205,3.780185957,-0.18878909,1.394270703,8.09816164,4.550956168,-7.599406891,-0.632133171,-1.520855023,0.445972435,-14.79952412,0.75294387,-11.07622379,-8.714058476,-4.076320393,5.938661873,5.883482527,-9.190273628,-7.780810827,-1.240669843,4.916516312,6.076163352,5.051943298,-8.683254463,-6.519301014,-12.55994542
3,3.160794766,8.727676743,9.180928156,20.22041226,-18.19748022,-21.2040315,-42.24242275,-36.55985285,-34.43610318,-30.273521,-58.94296568,-55.3698822,4.791112143,-12.95434553,-34.38330101,-12.48469299,-6.169262119,-1.667444131,-0.261670387,-3.121249081,9.381458522,-3.29824191,2.132265807,-0.563815148,0.933331202,11.16819394,8.118730116,-3.723528441,4.26811939,-3.164788995,2.020790497,-4.701972646,-6.145060392,-1.550970615,-13.83471692,-18.6811387,1.578275651,2.903043381,10.29784856,7.188266126,7.023942359,-0.209078307,-0.204926614,-8.039511508,7.81525518,1.059294206,0.464601103,19.23905417,7.027575063,2.46694803,-0.248229248,15.87868044,8.059022597,-4.077512716,8.792900482,0.379963092,-1.500317707,2.371229987,-6.539051182,-7.904938468
3,7.297736012,0.972648264,14.45500661,4.682999079,-9.204696934,-22.90187039,-24.73545015,-42.29347348,-27.65313256,-33.17470805,-40.11938877,-57.9054327,-5.179401118,-8.663857425,-10.21211748,-8.577338695,2.811736548,3.785875208,-14.31627655,-1.734793545,7.359834907,7.079560477,-1.457244328,3.180497348,-1.449013741,7.936788988,7.429079223,3.281991787,1.680455845,-14.02696002,-5.268683023,-14.86867068,-4.049259039,7.175465813,-4.242701127,-18.39690789,0.615688721,8.899110276,-1.843605718,9.418803442,-5.092129726,2.951978589,6.839097255,4.688298013,8.416827133,2.038153709,11.15261496,6.889401717,-8.34002068,-3.219512875,-6.166972606,-17.85587358,2.265875144,6.164117421,3.792763024,1.570002761,-2.962243993,-0.184153855,-3.242590142,9.335001553
3,6.981488297,11.4426161,10.62922358,7.94222556,-14.47228816,-26.58314972,-41.1793055,-47.67648768,-9.214802266,-38.99160009,-54.22143213,-57.24592268,-14.5014298,-2.696922782,-23.45235883,-35.78480547,10.17723792,1.198354943,5.513507407,-4.111653681,-5.989290796,-3.267678191,0.208400728,5.490371067,5.683269582,4.947173205,0.600610454,4.352364938,-2.704710871,-10.99708068,-11.14507525,-21.04442645,-3.078012011,-8.919550862,-5.305155872,-15.0920531,1.921202118,3.871005875,14.49113011,5.385100121,3.828861756,-10.93977567,6.950849763,8.583340972,-2.241203306,-3.575848015,4.341419756,-5.957530307,-5.640795622,12.41488401,2.607516515,0.761136007,-10.43073983,10.35669434,0.612345189,-4.790545862,5.651238584,-0.495144705,9.141581217,1.683709127
3,-10.98112249,3.602141919,15.21695495,12.05155811,-23.40760154,-37.09694826,-35.30867104,-40.76519126,-14.86883563,-29.40236663,-53.32687091,-64.28922644,-7.74662037,-10.64397226,-24.00197474,-18.22210536,-0.413701297,-4.584163181,-2.729862289,11.62244164,3.884571945,5.272853049,14.53694209,7.886045534,0.005340948,15.7918444,10.03932434,2.536379463,-0.426268342,-5.721161716,-6.02508931,-10.17176149,-12.63134933,-5.692515177,-9.318910553,-26.47410799,8.965300311,5.244143568,5.624236957,3.206836526,3.428301074,6.577136953,8.078560899,2.719842739,17.75342611,9.51389736,-1.499778466,0.573539418,-2.491208813,3.638020283,2.758604314,3.867864125,1.272493817,-11.44443263,2.017511975,0.036991674,8.117245192,0.598863085,-7.16534511,5.020492833
3,-9.012653859,-4.043949129,12.85654555,23.90371144,-17.01338526,-17.40180442,-31.62737271,-42.34428383,-31.5069493,-22.96254785,-54.8153582,-59.23768249,-9.07437952,-21.77825873,-25.01395902,-22.6880812,8.129537269,0.616868494,11.19233351,-12.26567989,2.198834981,5.390159691,-1.982204659,-8.759148346,5.569190457,-0.264621222,17.03096047,10.03161674,-15.64901404,-8.971555069,-19.28425495,-8.153710029,-13.08444261,-9.183343021,-12.79737406,-14.28389881,12.85530159,6.621914947,13.25324375,10.31209135,-3.607648392,0.436717905,14.71653739,4.997597078,-4.519940505,4.816372386,-9.953679428,3.375998588,5.450718331,2.405090185,-0.406030357,5.082511963,8.031387303,-5.6997825,2.448206836,9.107046701,-1.267595842,-13.63214111,-9.297969119,3.543810641
3,-8.663143691,13.59574447,3.730974521,10.82356275,-13.89962369,-9.697335215,-51.40140172,-28.82420585,-26.07547904,-18.27464322,-55.41714831,-56.61609055,-10.7853414,-16.79133528,-17.3245845,-31.9244923,6.049662308,1.797182772,8.160655163,1.669630133,5.45055052,8.646573608,-2.726300855,-2.28459953,9.670551337,-1.928937471,2.150822544,17.82190829,-8.693626223,-9.822348434,-15.71308538,-12.64860288,-13.61164578,7.03155657,-9.639864172,-11.9721344,5.933215482,0.091164814,3.578171417,2.645578695,7.687397041,-4.657678103,13.13516925,-2.54612627,-14.34293417,5.485340079,-4.519572606,-5.610355864,0.436414194,1.992918688,-1.230983183,-7.833151258,-4.502393804,6.40342882,-3.487303601,-0.09818692,3.672565431,5.397388249,3.042539516,-4.776327734
3,7.005254731,-5.32080121,16.80127906,15.70097342,-19.4673194,-28.15388357,-26.25938532,-47.37115991,-20.01112629,-27.44959646,-40.21051756,-58.7216033,1.659647543,-8.580307777,-20.32660481,-21.64086344,-1.116919998,1.778087982,-10.8932494,12.48511447,-5.9373855,-5.493872491,-8.078481995,-2.377501289,0.314259432,9.361311161,11.67693459,18.31913484,-6.551619127,-5.118234649,-19.76528454,-24.864101,-6.14868775,1.067865654,-10.22668395,-15.81970939,19.35132219,9.059627475,5.497024131,18.93968353,5.93117896,2.988618111,-1.634421856,-3.463358041,-15.15524746,-2.831467116,-7.867173756,-0.940110673,-2.209988025,0.302234449,-3.720466007,14.80771355,-9.313171334,2.016331366,-7.157627442,1.382400926,4.333032948,2.816462453,3.214588353,-9.293042978
3,14.61797521,-5.686252187,-0.697796879,13.65439873,-7.312574058,-12.29070468,-30.83681203,-42.63950231,-26.00601727,-31.61431859,-55.66959699,-72.83760498,6.088553056,-13.64927294,-15.68063732,-26.75113713,3.674510441,6.535513935,7.99129296,-2.136233373,-2.957114608,5.170433557,-2.21700542,2.26377489,6.002396836,17.08657754,7.745456647,9.834907943,-3.111611846,12.12280895,0.383109892,-8.578154498,-1.078694804,1.789235369,-9.59659743,-0.498438344,6.446295854,6.51146698,7.771555961,8.758118058,-8.749774305,-10.04904656,6.514194223,-8.037192858,-11.50114768,-2.215769207,-8.915016436,-0.02529915,-8.946743557,-0.19309498,-2.501092439,-14.82246396,1.351555942,-0.764123187,0.521566397,6.628382055,9.112711003,3.604957457,-9.471651301,2.520626355
3,1.104513711,6.141676834,13.10206367,16.47113041,-19.37270981,-21.76054426,-48.19389087,-53.7952544,-18.07203441,-25.3637098,-42.3893842,-56.3270152,-6.825561843,-4.170173363,-24.18732429,-20.02269652,3.941590821,7.504359859,9.381845061,1.314059569,-5.469063236,-16.23686553,8.120152545,-6.412719815,1.201812286,13.40213462,19.29713971,-4.794353351,0.703903696,-6.527444927,-5.41176581,0.777574598,-0.39410947,-4.276298314,-2.671603751,-8.375104463,4.358938792,-2.322174362,20.74583815,8.083965094,9.667649933,-5.488862874,1.391436925,10.52776417,-12.41329749,-5.920964253,1.754345739,-13.60192284,7.166285103,-3.104543259,1.478683176,9.599719273,-5.155508963,1.720192819,-1.420947863,-0.653671909,5.964001853,-0.367529696,6.011563193,3.961718955
3,8.996318751,3.937179576,10.85174908,17.96101167,-16.10828498,-23.41665067,-33.67099326,-39.74361243,-27.9860172,-37.51135568,-48.63809055,-55.06286006,-5.57416661,-6.785237324,-7.435092516,-19.41165075,-0.686106422,-3.235503472,-10.38650276,-12.5206014,-8.138383218,11.02674167,5.877152863,0.056843269,2.009280465,1.491223899,13.16479394,8.744578785,-10.78714913,6.087079,-11.39378034,-24.67677539,-1.338809471,0.479384168,-5.985936824,0.663601321,12.86284776,-3.411772746,5.270500309,11.35613639,-1.354925366,-9.211869547,1.576439869,9.55623483,-5.073192413,4.421059041,4.652247378,-7.819010613,9.218659757,-0.760868981,-1.216786187,-7.346159474,-5.534426124,-0.56414386,-15.09499396,3.718087253,5.488938611,-7.928720111,-0.745094197,0.349226512
3,6.807102107,-1.231026113,15.80252549,26.71620403,-8.318376746,-19.99732446,-34.16402619,-41.06152179,-30.72729025,-33.65598159,-52.80775318,-55.54205747,-17.51678402,-17.54294663,-17.79626822,-17.95108305,0.607497768,3.419143797,7.940173351,-10.84494572,6.01886553,-4.64477579,1.48916573,-6.533282096,13.05633463,1.567051516,5.973647623,4.681389602,-13.94851209,-6.369470572,-13.78718801,-16.03668901,6.022372847,-12.50997298,-7.359739916,-5.434736119,4.316169608,-4.035685234,3.950749016,23.0039695,-1.20678184,14.36542346,8.828436331,-3.468668444,0.035910217,-2.266193447,0.469273104,-2.890320364,3.276861096,-2.921091126,6.181209929,2.435536201,-10.20475693,5.577179113,-4.124893344,-1.924639511,-1.020902675,2.595349836,0.152677568,-3.101509201
